"Statistic Label","Month","Licensing Authority","Type of Fuel","UNIT","VALUE"
"All Private Cars","2021 May","Carlow","Diesel and electric hybrid","Number","2"
"All Private Cars","2021 May","Cavan","All fuel types","Number","196"
"All Private Cars","2021 May","Cavan","Petrol","Number","40"
"All Private Cars","2021 May","Cavan","Diesel","Number","128"
"All Private Cars","2021 May","Cavan","Other fuel types","Number",""
"All Private Cars","2021 May","Cavan","Petrol and electric hybrid","Number","11"
"All Private Cars","2021 May","Cavan","Electric","Number","5"
"All Private Cars","2021 May","Cavan","Petrol or Diesel plug-in hybrid electric","Number","9"
"All Private Cars","2021 May","Cavan","Diesel and electric hybrid","Number","3"
"All Private Cars","2021 May","Clare","All fuel types","Number","305"
"All Private Cars","2021 May","Clare","Petrol","Number","83"
"All Private Cars","2021 May","Clare","Diesel","Number","166"
"All Private Cars","2021 May","Clare","Other fuel types","Number","1"
"All Private Cars","2021 May","Clare","Petrol and electric hybrid","Number","25"
"All Private Cars","2021 May","Clare","Electric","Number","12"
"All Private Cars","2021 May","Clare","Petrol or Diesel plug-in hybrid electric","Number","13"
"All Private Cars","2021 May","Clare","Diesel and electric hybrid","Number","5"
"All Private Cars","2021 May","Donegal","All fuel types","Number","526"
"All Private Cars","2021 May","Donegal","Petrol","Number","136"
"All Private Cars","2021 May","Donegal","Diesel","Number","331"
"All Private Cars","2021 May","Donegal","Other fuel types","Number","4"
"All Private Cars","2021 May","Donegal","Petrol and electric hybrid","Number","26"
"All Private Cars","2021 May","Donegal","Electric","Number","7"
"All Private Cars","2021 May","Donegal","Petrol or Diesel plug-in hybrid electric","Number","19"
"All Private Cars","2021 May","Donegal","Diesel and electric hybrid","Number","3"
"All Private Cars","2021 May","Galway","All fuel types","Number","663"
"All Private Cars","2021 May","Galway","Petrol","Number","142"
"All Private Cars","2021 May","Galway","Diesel","Number","367"
"All Private Cars","2021 May","Galway","Other fuel types","Number","3"
"All Private Cars","2021 May","Galway","Petrol and electric hybrid","Number","73"
"All Private Cars","2021 May","Galway","Electric","Number","31"
"All Private Cars","2021 May","Galway","Petrol or Diesel plug-in hybrid electric","Number","47"
"All Private Cars","2021 May","Galway","Diesel and electric hybrid","Number",""
"All Private Cars","2021 May","Kerry","All fuel types","Number","299"
"All Private Cars","2021 May","Kerry","Petrol","Number","81"
"All Private Cars","2021 May","Kerry","Diesel","Number","182"
"All Private Cars","2021 May","Kerry","Other fuel types","Number","1"
"All Private Cars","2021 May","Kerry","Petrol and electric hybrid","Number","18"
"All Private Cars","2021 May","Kerry","Electric","Number","8"
"All Private Cars","2021 May","Kerry","Petrol or Diesel plug-in hybrid electric","Number","3"
"All Private Cars","2021 May","Kerry","Diesel and electric hybrid","Number","6"
"All Private Cars","2021 May","Kildare","All fuel types","Number","684"
"All Private Cars","2021 May","Kildare","Petrol","Number","220"
"All Private Cars","2021 May","Kildare","Diesel","Number","287"
"All Private Cars","2021 May","Kildare","Other fuel types","Number","5"
"All Private Cars","2021 May","Kildare","Petrol and electric hybrid","Number","65"
"All Private Cars","2021 May","Kildare","Electric","Number","34"
"All Private Cars","2021 May","Kildare","Petrol or Diesel plug-in hybrid electric","Number","62"
"All Private Cars","2021 May","Kildare","Diesel and electric hybrid","Number","11"
"All Private Cars","2021 May","Kilkenny","All fuel types","Number","203"
"All Private Cars","2021 May","Kilkenny","Petrol","Number","63"
"All Private Cars","2021 May","Kilkenny","Diesel","Number","106"
"All Private Cars","2021 May","Kilkenny","Other fuel types","Number","2"
"All Private Cars","2021 May","Kilkenny","Petrol and electric hybrid","Number","9"
"All Private Cars","2021 May","Kilkenny","Electric","Number","6"
"All Private Cars","2021 May","Kilkenny","Petrol or Diesel plug-in hybrid electric","Number","13"
"All Private Cars","2021 May","Kilkenny","Diesel and electric hybrid","Number","4"
"All Private Cars","2021 May","Laois","All fuel types","Number","177"
"All Private Cars","2021 May","Laois","Petrol","Number","32"
"All Private Cars","2021 May","Laois","Diesel","Number","110"
"All Private Cars","2021 May","Laois","Other fuel types","Number","2"
"All Private Cars","2021 May","Laois","Petrol and electric hybrid","Number","14"
"All Private Cars","2021 May","Laois","Electric","Number","2"
"All Private Cars","2021 May","Laois","Petrol or Diesel plug-in hybrid electric","Number","14"
"All Private Cars","2021 May","Laois","Diesel and electric hybrid","Number","3"
"All Private Cars","2021 May","Leitrim","All fuel types","Number","81"
"All Private Cars","2021 May","Leitrim","Petrol","Number","21"
"All Private Cars","2021 May","Leitrim","Diesel","Number","52"
"All Private Cars","2021 May","Leitrim","Other fuel types","Number",""
"All Private Cars","2021 May","Leitrim","Petrol and electric hybrid","Number","6"
"All Private Cars","2021 May","Leitrim","Electric","Number","1"
"All Private Cars","2021 May","Leitrim","Petrol or Diesel plug-in hybrid electric","Number","1"
"All Private Cars","2021 May","Leitrim","Diesel and electric hybrid","Number",""
"All Private Cars","2021 May","Longford","All fuel types","Number","101"
"All Private Cars","2021 May","Longford","Petrol","Number","15"
"All Private Cars","2021 May","Longford","Diesel","Number","73"
"All Private Cars","2021 May","Longford","Other fuel types","Number",""
"All Private Cars","2021 May","Longford","Petrol and electric hybrid","Number","8"
"All Private Cars","2021 May","Longford","Electric","Number","1"
"All Private Cars","2021 May","Longford","Petrol or Diesel plug-in hybrid electric","Number","3"
"All Private Cars","2021 May","Longford","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 May","Louth","All fuel types","Number","367"
"All Private Cars","2021 May","Louth","Petrol","Number","117"
"All Private Cars","2021 May","Louth","Diesel","Number","177"
"All Private Cars","2021 May","Louth","Other fuel types","Number","2"
"All Private Cars","2021 May","Louth","Petrol and electric hybrid","Number","34"
"All Private Cars","2021 May","Louth","Electric","Number","17"
"All Private Cars","2021 May","Louth","Petrol or Diesel plug-in hybrid electric","Number","16"
"All Private Cars","2021 May","Louth","Diesel and electric hybrid","Number","4"
"All Private Cars","2021 May","Mayo","All fuel types","Number","307"
"All Private Cars","2021 May","Mayo","Petrol","Number","60"
"All Private Cars","2021 May","Mayo","Diesel","Number","206"
"All Private Cars","2021 May","Mayo","Other fuel types","Number","2"
"All Private Cars","2021 May","Mayo","Petrol and electric hybrid","Number","20"
"All Private Cars","2021 May","Mayo","Electric","Number","10"
"All Private Cars","2021 May","Mayo","Petrol or Diesel plug-in hybrid electric","Number","8"
"All Private Cars","2021 May","Mayo","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 May","Meath","All fuel types","Number","533"
"All Private Cars","2021 May","Meath","Petrol","Number","142"
"All Private Cars","2021 May","Meath","Diesel","Number","260"
"All Private Cars","2021 May","Meath","Other fuel types","Number","2"
"All Private Cars","2021 May","Meath","Petrol and electric hybrid","Number","60"
"All Private Cars","2021 May","Meath","Electric","Number","29"
"All Private Cars","2021 May","Meath","Petrol or Diesel plug-in hybrid electric","Number","36"
"All Private Cars","2021 May","Meath","Diesel and electric hybrid","Number","4"
"All Private Cars","2021 May","Monaghan","All fuel types","Number","202"
"All Private Cars","2021 May","Monaghan","Petrol","Number","39"
"All Private Cars","2021 May","Monaghan","Diesel","Number","135"
"All Private Cars","2021 May","Monaghan","Other fuel types","Number","1"
"All Private Cars","2021 May","Monaghan","Petrol and electric hybrid","Number","13"
"All Private Cars","2021 May","Monaghan","Electric","Number","2"
"All Private Cars","2021 May","Monaghan","Petrol or Diesel plug-in hybrid electric","Number","10"
"All Private Cars","2021 May","Monaghan","Diesel and electric hybrid","Number","2"
"All Private Cars","2021 May","Offaly","All fuel types","Number","141"
"All Private Cars","2021 May","Offaly","Petrol","Number","29"
"All Private Cars","2021 May","Offaly","Diesel","Number","85"
"All Private Cars","2021 May","Offaly","Other fuel types","Number",""
"All Private Cars","2021 May","Offaly","Petrol and electric hybrid","Number","9"
"All Private Cars","2021 May","Offaly","Electric","Number","4"
"All Private Cars","2021 May","Offaly","Petrol or Diesel plug-in hybrid electric","Number","12"
"All Private Cars","2021 May","Offaly","Diesel and electric hybrid","Number","2"
"All Private Cars","2021 May","Roscommon","All fuel types","Number","380"
"All Private Cars","2021 May","Roscommon","Petrol","Number","222"
"All Private Cars","2021 May","Roscommon","Diesel","Number","139"
"All Private Cars","2021 May","Roscommon","Other fuel types","Number",""
"All Private Cars","2021 May","Roscommon","Petrol and electric hybrid","Number","12"
"All Private Cars","2021 May","Roscommon","Electric","Number","4"
"All Private Cars","2021 May","Roscommon","Petrol or Diesel plug-in hybrid electric","Number","3"
"All Private Cars","2021 May","Roscommon","Diesel and electric hybrid","Number",""
"All Private Cars","2021 May","Sligo","All fuel types","Number","144"
"All Private Cars","2021 May","Sligo","Petrol","Number","36"
"All Private Cars","2021 May","Sligo","Diesel","Number","77"
"All Private Cars","2021 May","Sligo","Other fuel types","Number",""
"All Private Cars","2021 May","Sligo","Petrol and electric hybrid","Number","14"
"All Private Cars","2021 May","Sligo","Electric","Number","7"
"All Private Cars","2021 May","Sligo","Petrol or Diesel plug-in hybrid electric","Number","9"
"All Private Cars","2021 May","Sligo","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 May","Westmeath","All fuel types","Number","245"
"All Private Cars","2021 May","Westmeath","Petrol","Number","51"
"All Private Cars","2021 May","Westmeath","Diesel","Number","144"
"All Private Cars","2021 May","Westmeath","Other fuel types","Number",""
"All Private Cars","2021 May","Westmeath","Petrol and electric hybrid","Number","21"
"All Private Cars","2021 May","Westmeath","Electric","Number","10"
"All Private Cars","2021 May","Westmeath","Petrol or Diesel plug-in hybrid electric","Number","16"
"All Private Cars","2021 May","Westmeath","Diesel and electric hybrid","Number","3"
"All Private Cars","2021 May","Wexford","All fuel types","Number","479"
"All Private Cars","2021 May","Wexford","Petrol","Number","138"
"All Private Cars","2021 May","Wexford","Diesel","Number","281"
"All Private Cars","2021 May","Wexford","Other fuel types","Number","4"
"All Private Cars","2021 May","Wexford","Petrol and electric hybrid","Number","20"
"All Private Cars","2021 May","Wexford","Electric","Number","12"
"All Private Cars","2021 May","Wexford","Petrol or Diesel plug-in hybrid electric","Number","20"
"All Private Cars","2021 May","Wexford","Diesel and electric hybrid","Number","4"
"All Private Cars","2021 May","Wicklow","All fuel types","Number","340"
"All Private Cars","2021 May","Wicklow","Petrol","Number","117"
"All Private Cars","2021 May","Wicklow","Diesel","Number","128"
"All Private Cars","2021 May","Wicklow","Other fuel types","Number",""
"All Private Cars","2021 May","Wicklow","Petrol and electric hybrid","Number","37"
"All Private Cars","2021 May","Wicklow","Electric","Number","23"
"All Private Cars","2021 May","Wicklow","Petrol or Diesel plug-in hybrid electric","Number","31"
"All Private Cars","2021 May","Wicklow","Diesel and electric hybrid","Number","4"
"All Private Cars","2021 May","Limerick","All fuel types","Number","436"
"All Private Cars","2021 May","Limerick","Petrol","Number","134"
"All Private Cars","2021 May","Limerick","Diesel","Number","224"
"All Private Cars","2021 May","Limerick","Other fuel types","Number",""
"All Private Cars","2021 May","Limerick","Petrol and electric hybrid","Number","39"
"All Private Cars","2021 May","Limerick","Electric","Number","11"
"All Private Cars","2021 May","Limerick","Petrol or Diesel plug-in hybrid electric","Number","26"
"All Private Cars","2021 May","Limerick","Diesel and electric hybrid","Number","2"
"All Private Cars","2021 May","Waterford","All fuel types","Number","414"
"All Private Cars","2021 May","Waterford","Petrol","Number","212"
"All Private Cars","2021 May","Waterford","Diesel","Number","152"
"All Private Cars","2021 May","Waterford","Other fuel types","Number",""
"All Private Cars","2021 May","Waterford","Petrol and electric hybrid","Number","17"
"All Private Cars","2021 May","Waterford","Electric","Number","12"
"All Private Cars","2021 May","Waterford","Petrol or Diesel plug-in hybrid electric","Number","20"
"All Private Cars","2021 May","Waterford","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 May","Tipperary","All fuel types","Number","328"
"All Private Cars","2021 May","Tipperary","Petrol","Number","73"
"All Private Cars","2021 May","Tipperary","Diesel","Number","198"
"All Private Cars","2021 May","Tipperary","Other fuel types","Number",""
"All Private Cars","2021 May","Tipperary","Petrol and electric hybrid","Number","26"
"All Private Cars","2021 May","Tipperary","Electric","Number","12"
"All Private Cars","2021 May","Tipperary","Petrol or Diesel plug-in hybrid electric","Number","17"
"All Private Cars","2021 May","Tipperary","Diesel and electric hybrid","Number","2"
"All Private Cars","2021 May","Cork","All fuel types","Number","1330"
"All Private Cars","2021 May","Cork","Petrol","Number","387"
"All Private Cars","2021 May","Cork","Diesel","Number","579"
"All Private Cars","2021 May","Cork","Other fuel types","Number","7"
"All Private Cars","2021 May","Cork","Petrol and electric hybrid","Number","161"
"All Private Cars","2021 May","Cork","Electric","Number","59"
"All Private Cars","2021 May","Cork","Petrol or Diesel plug-in hybrid electric","Number","115"
"All Private Cars","2021 May","Cork","Diesel and electric hybrid","Number","22"
"All Private Cars","2021 May","Dublin","All fuel types","Number","4740"
"All Private Cars","2021 May","Dublin","Petrol","Number","1466"
"All Private Cars","2021 May","Dublin","Diesel","Number","1583"
"All Private Cars","2021 May","Dublin","Other fuel types","Number","12"
"All Private Cars","2021 May","Dublin","Petrol and electric hybrid","Number","768"
"All Private Cars","2021 May","Dublin","Electric","Number","369"
"All Private Cars","2021 May","Dublin","Petrol or Diesel plug-in hybrid electric","Number","500"
"All Private Cars","2021 May","Dublin","Diesel and electric hybrid","Number","42"
"All Private Cars","2021 June","All licensing authorities","All fuel types","Number","10880"
"All Private Cars","2021 June","All licensing authorities","Petrol","Number","3448"
"All Private Cars","2021 June","All licensing authorities","Diesel","Number","4895"
"All Private Cars","2021 June","All licensing authorities","Other fuel types","Number","27"
"All Private Cars","2021 June","All licensing authorities","Petrol and electric hybrid","Number","1059"
"All Private Cars","2021 June","All licensing authorities","Electric","Number","544"
"All Private Cars","2021 June","All licensing authorities","Petrol or Diesel plug-in hybrid electric","Number","788"
"All Private Cars","2021 June","All licensing authorities","Diesel and electric hybrid","Number","119"
"All Private Cars","2021 June","Carlow","All fuel types","Number","96"
"All Private Cars","2021 June","Carlow","Petrol","Number","22"
"All Private Cars","2021 June","Carlow","Diesel","Number","50"
"All Private Cars","2021 June","Carlow","Other fuel types","Number","1"
"All Private Cars","2021 June","Carlow","Petrol and electric hybrid","Number","14"
"All Private Cars","2021 June","Carlow","Electric","Number","3"
"All Private Cars","2021 June","Carlow","Petrol or Diesel plug-in hybrid electric","Number","6"
"All Private Cars","2021 June","Carlow","Diesel and electric hybrid","Number",""
"All Private Cars","2021 June","Cavan","All fuel types","Number","151"
"All Private Cars","2021 June","Cavan","Petrol","Number","26"
"All Private Cars","2021 June","Cavan","Diesel","Number","107"
"All Private Cars","2021 June","Cavan","Other fuel types","Number",""
"All Private Cars","2021 June","Cavan","Petrol and electric hybrid","Number","8"
"All Private Cars","2021 June","Cavan","Electric","Number","3"
"All Private Cars","2021 June","Cavan","Petrol or Diesel plug-in hybrid electric","Number","7"
"All Private Cars","2021 June","Cavan","Diesel and electric hybrid","Number",""
"All Private Cars","2021 June","Clare","All fuel types","Number","237"
"All Private Cars","2021 June","Clare","Petrol","Number","61"
"All Private Cars","2021 June","Clare","Diesel","Number","140"
"All Private Cars","2021 June","Clare","Other fuel types","Number",""
"All Private Cars","2021 June","Clare","Petrol and electric hybrid","Number","16"
"All Private Cars","2021 June","Clare","Electric","Number","11"
"All Private Cars","2021 June","Clare","Petrol or Diesel plug-in hybrid electric","Number","9"
"All Private Cars","2021 June","Clare","Diesel and electric hybrid","Number",""
"All Private Cars","2021 June","Donegal","All fuel types","Number","376"
"All Private Cars","2021 June","Donegal","Petrol","Number","99"
"All Private Cars","2021 June","Donegal","Diesel","Number","234"
"All Private Cars","2021 June","Donegal","Other fuel types","Number",""
"All Private Cars","2021 June","Donegal","Petrol and electric hybrid","Number","24"
"All Private Cars","2021 June","Donegal","Electric","Number","5"
"All Private Cars","2021 June","Donegal","Petrol or Diesel plug-in hybrid electric","Number","11"
"All Private Cars","2021 June","Donegal","Diesel and electric hybrid","Number","3"
"All Private Cars","2021 June","Galway","All fuel types","Number","500"
"All Private Cars","2021 June","Galway","Petrol","Number","116"
"All Private Cars","2021 June","Galway","Diesel","Number","287"
"All Private Cars","2021 June","Galway","Other fuel types","Number","2"
"All Private Cars","2021 June","Galway","Petrol and electric hybrid","Number","44"
"All Private Cars","2021 June","Galway","Electric","Number","23"
"All Private Cars","2021 June","Galway","Petrol or Diesel plug-in hybrid electric","Number","27"
"All Private Cars","2021 June","Galway","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 June","Kerry","All fuel types","Number","196"
"All Private Cars","2021 June","Kerry","Petrol","Number","49"
"All Private Cars","2021 June","Kerry","Diesel","Number","123"
"All Private Cars","2021 June","Kerry","Other fuel types","Number",""
"All Private Cars","2021 June","Kerry","Petrol and electric hybrid","Number","8"
"All Private Cars","2021 June","Kerry","Electric","Number","4"
"All Private Cars","2021 June","Kerry","Petrol or Diesel plug-in hybrid electric","Number","10"
"All Private Cars","2021 June","Kerry","Diesel and electric hybrid","Number","2"
"All Private Cars","2021 June","Kildare","All fuel types","Number","447"
"All Private Cars","2021 June","Kildare","Petrol","Number","116"
"All Private Cars","2021 June","Kildare","Diesel","Number","196"
"All Private Cars","2021 June","Kildare","Other fuel types","Number",""
"All Private Cars","2021 June","Kildare","Petrol and electric hybrid","Number","47"
"All Private Cars","2021 June","Kildare","Electric","Number","34"
"All Private Cars","2021 June","Kildare","Petrol or Diesel plug-in hybrid electric","Number","52"
"All Private Cars","2021 June","Kildare","Diesel and electric hybrid","Number","2"
"All Private Cars","2021 June","Kilkenny","All fuel types","Number","128"
"All Private Cars","2021 June","Kilkenny","Petrol","Number","33"
"All Private Cars","2021 June","Kilkenny","Diesel","Number","77"
"All Private Cars","2021 June","Kilkenny","Other fuel types","Number",""
"All Private Cars","2021 June","Kilkenny","Petrol and electric hybrid","Number","4"
"All Private Cars","2021 June","Kilkenny","Electric","Number","3"
"All Private Cars","2021 June","Kilkenny","Petrol or Diesel plug-in hybrid electric","Number","11"
"All Private Cars","2021 June","Kilkenny","Diesel and electric hybrid","Number",""
"All Private Cars","2021 June","Laois","All fuel types","Number","129"
"All Private Cars","2021 June","Laois","Petrol","Number","24"
"All Private Cars","2021 June","Laois","Diesel","Number","88"
"All Private Cars","2021 June","Laois","Other fuel types","Number","2"
"All Private Cars","2021 June","Laois","Petrol and electric hybrid","Number","8"
"All Private Cars","2021 June","Laois","Electric","Number","1"
"All Private Cars","2021 June","Laois","Petrol or Diesel plug-in hybrid electric","Number","5"
"All Private Cars","2021 June","Laois","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 June","Leitrim","All fuel types","Number","64"
"All Private Cars","2021 June","Leitrim","Petrol","Number","12"
"All Private Cars","2021 June","Leitrim","Diesel","Number","44"
"All Private Cars","2021 June","Leitrim","Other fuel types","Number",""
"All Private Cars","2021 June","Leitrim","Petrol and electric hybrid","Number","4"
"All Private Cars","2021 June","Leitrim","Electric","Number","1"
"All Private Cars","2021 June","Leitrim","Petrol or Diesel plug-in hybrid electric","Number","3"
"All Private Cars","2021 June","Leitrim","Diesel and electric hybrid","Number",""
"All Private Cars","2021 June","Longford","All fuel types","Number","93"
"All Private Cars","2021 June","Longford","Petrol","Number","19"
"All Private Cars","2021 June","Longford","Diesel","Number","65"
"All Private Cars","2021 June","Longford","Other fuel types","Number",""
"All Private Cars","2021 June","Longford","Petrol and electric hybrid","Number","3"
"All Private Cars","2021 June","Longford","Electric","Number","3"
"All Private Cars","2021 June","Longford","Petrol or Diesel plug-in hybrid electric","Number","3"
"All Private Cars","2021 June","Longford","Diesel and electric hybrid","Number",""
"All Private Cars","2021 June","Louth","All fuel types","Number","327"
"All Private Cars","2021 June","Louth","Petrol","Number","120"
"All Private Cars","2021 June","Louth","Diesel","Number","153"
"All Private Cars","2021 June","Louth","Other fuel types","Number","1"
"All Private Cars","2021 June","Louth","Petrol and electric hybrid","Number","28"
"All Private Cars","2021 June","Louth","Electric","Number","5"
"All Private Cars","2021 June","Louth","Petrol or Diesel plug-in hybrid electric","Number","19"
"All Private Cars","2021 June","Louth","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 June","Mayo","All fuel types","Number","220"
"All Private Cars","2021 June","Mayo","Petrol","Number","52"
"All Private Cars","2021 June","Mayo","Diesel","Number","133"
"All Private Cars","2021 June","Mayo","Other fuel types","Number","4"
"All Private Cars","2021 June","Mayo","Petrol and electric hybrid","Number","10"
"All Private Cars","2021 June","Mayo","Electric","Number","7"
"All Private Cars","2021 June","Mayo","Petrol or Diesel plug-in hybrid electric","Number","14"
"All Private Cars","2021 June","Mayo","Diesel and electric hybrid","Number",""
"All Private Cars","2021 June","Meath","All fuel types","Number","405"
"All Private Cars","2021 June","Meath","Petrol","Number","118"
"All Private Cars","2021 June","Meath","Diesel","Number","193"
"All Private Cars","2021 June","Meath","Other fuel types","Number","2"
"All Private Cars","2021 June","Meath","Petrol and electric hybrid","Number","38"
"All Private Cars","2021 June","Meath","Electric","Number","20"
"All Private Cars","2021 June","Meath","Petrol or Diesel plug-in hybrid electric","Number","32"
"All Private Cars","2021 June","Meath","Diesel and electric hybrid","Number","2"
"All Private Cars","2021 June","Monaghan","All fuel types","Number","170"
"All Private Cars","2021 June","Monaghan","Petrol","Number","32"
"All Private Cars","2021 June","Monaghan","Diesel","Number","126"
"All Private Cars","2021 June","Monaghan","Other fuel types","Number",""
"All Private Cars","2021 June","Monaghan","Petrol and electric hybrid","Number","6"
"All Private Cars","2021 June","Monaghan","Electric","Number","1"
"All Private Cars","2021 June","Monaghan","Petrol or Diesel plug-in hybrid electric","Number","5"
"All Private Cars","2021 June","Monaghan","Diesel and electric hybrid","Number",""
"All Private Cars","2021 June","Offaly","All fuel types","Number","105"
"All Private Cars","2021 June","Offaly","Petrol","Number","24"
"All Private Cars","2021 June","Offaly","Diesel","Number","66"
"All Private Cars","2021 June","Offaly","Other fuel types","Number",""
"All Private Cars","2021 June","Offaly","Petrol and electric hybrid","Number","9"
"All Private Cars","2021 June","Offaly","Electric","Number",""
"All Private Cars","2021 June","Offaly","Petrol or Diesel plug-in hybrid electric","Number","5"
"All Private Cars","2021 June","Offaly","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 June","Roscommon","All fuel types","Number","308"
"All Private Cars","2021 June","Roscommon","Petrol","Number","170"
"All Private Cars","2021 June","Roscommon","Diesel","Number","110"
"All Private Cars","2021 June","Roscommon","Other fuel types","Number",""
"All Private Cars","2021 June","Roscommon","Petrol and electric hybrid","Number","19"
"All Private Cars","2021 June","Roscommon","Electric","Number","4"
"All Private Cars","2021 June","Roscommon","Petrol or Diesel plug-in hybrid electric","Number","4"
"All Private Cars","2021 June","Roscommon","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 June","Sligo","All fuel types","Number","136"
"All Private Cars","2021 June","Sligo","Petrol","Number","35"
"All Private Cars","2021 June","Sligo","Diesel","Number","86"
"All Private Cars","2021 June","Sligo","Other fuel types","Number",""
"All Private Cars","2021 June","Sligo","Petrol and electric hybrid","Number","5"
"All Private Cars","2021 June","Sligo","Electric","Number","5"
"All Private Cars","2021 June","Sligo","Petrol or Diesel plug-in hybrid electric","Number","5"
"All Private Cars","2021 June","Sligo","Diesel and electric hybrid","Number",""
"All Private Cars","2021 June","Westmeath","All fuel types","Number","181"
"All Private Cars","2021 June","Westmeath","Petrol","Number","40"
"All Private Cars","2021 June","Westmeath","Diesel","Number","103"
"All Private Cars","2021 June","Westmeath","Other fuel types","Number","2"
"All Private Cars","2021 June","Westmeath","Petrol and electric hybrid","Number","17"
"All Private Cars","2021 June","Westmeath","Electric","Number","7"
"All Private Cars","2021 June","Westmeath","Petrol or Diesel plug-in hybrid electric","Number","12"
"All Private Cars","2021 June","Westmeath","Diesel and electric hybrid","Number",""
"All Private Cars","2021 June","Wexford","All fuel types","Number","345"
"All Private Cars","2021 June","Wexford","Petrol","Number","118"
"All Private Cars","2021 June","Wexford","Diesel","Number","143"
"All Private Cars","2021 June","Wexford","Other fuel types","Number","1"
"All Private Cars","2021 June","Wexford","Petrol and electric hybrid","Number","35"
"All Private Cars","2021 June","Wexford","Electric","Number","6"
"All Private Cars","2021 June","Wexford","Petrol or Diesel plug-in hybrid electric","Number","12"
"All Private Cars","2021 June","Wexford","Diesel and electric hybrid","Number","30"
"All Private Cars","2021 June","Wicklow","All fuel types","Number","273"
"All Private Cars","2021 June","Wicklow","Petrol","Number","93"
"All Private Cars","2021 June","Wicklow","Diesel","Number","99"
"All Private Cars","2021 June","Wicklow","Other fuel types","Number",""
"All Private Cars","2021 June","Wicklow","Petrol and electric hybrid","Number","26"
"All Private Cars","2021 June","Wicklow","Electric","Number","25"
"All Private Cars","2021 June","Wicklow","Petrol or Diesel plug-in hybrid electric","Number","29"
"All Private Cars","2021 June","Wicklow","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 June","Limerick","All fuel types","Number","276"
"All Private Cars","2021 June","Limerick","Petrol","Number","81"
"All Private Cars","2021 June","Limerick","Diesel","Number","145"
"All Private Cars","2021 June","Limerick","Other fuel types","Number",""
"All Private Cars","2021 June","Limerick","Petrol and electric hybrid","Number","19"
"All Private Cars","2021 June","Limerick","Electric","Number","10"
"All Private Cars","2021 June","Limerick","Petrol or Diesel plug-in hybrid electric","Number","19"
"All Private Cars","2021 June","Limerick","Diesel and electric hybrid","Number","2"
"All Private Cars","2021 June","Waterford","All fuel types","Number","276"
"All Private Cars","2021 June","Waterford","Petrol","Number","93"
"All Private Cars","2021 June","Waterford","Diesel","Number","131"
"All Private Cars","2021 June","Waterford","Other fuel types","Number","1"
"All Private Cars","2021 June","Waterford","Petrol and electric hybrid","Number","16"
"All Private Cars","2021 June","Waterford","Electric","Number","10"
"All Private Cars","2021 June","Waterford","Petrol or Diesel plug-in hybrid electric","Number","24"
"All Private Cars","2021 June","Waterford","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 June","Tipperary","All fuel types","Number","299"
"All Private Cars","2021 June","Tipperary","Petrol","Number","64"
"All Private Cars","2021 June","Tipperary","Diesel","Number","185"
"All Private Cars","2021 June","Tipperary","Other fuel types","Number","2"
"All Private Cars","2021 June","Tipperary","Petrol and electric hybrid","Number","25"
"All Private Cars","2021 June","Tipperary","Electric","Number","9"
"All Private Cars","2021 June","Tipperary","Petrol or Diesel plug-in hybrid electric","Number","13"
"All Private Cars","2021 June","Tipperary","Diesel and electric hybrid","Number","1"
"All Private Cars","2021 June","Cork","All fuel types","Number","963"
"All Private Cars","2021 June","Cork","Petrol","Number","293"
"All Private Cars","2021 June","Cork","Diesel","Number","446"
"All Private Cars","2021 June","Cork","Other fuel types","Number","2"
"All Private Cars","2021 June","Cork","Petrol and electric hybrid","Number","91"
"All Private Cars","2021 June","Cork","Electric","Number","51"
"All Private Cars","2021 June","Cork","Petrol or Diesel plug-in hybrid electric","Number","75"
"All Private Cars","2021 June","Cork","Diesel and electric hybrid","Number","5"
"All Private Cars","2021 June","Dublin","All fuel types","Number","4179"
"All Private Cars","2021 June","Dublin","Petrol","Number","1538"
"All Private Cars","2021 June","Dublin","Diesel","Number","1365"
"All Private Cars","2021 June","Dublin","Other fuel types","Number","7"
"All Private Cars","2021 June","Dublin","Petrol and electric hybrid","Number","535"
"All Private Cars","2021 June","Dublin","Electric","Number","293"
"All Private Cars","2021 June","Dublin","Petrol or Diesel plug-in hybrid electric","Number","376"
"All Private Cars","2021 June","Dublin","Diesel and electric hybrid","Number","65"
"All Private Cars","2021 July","All licensing authorities","All fuel types","Number","25822"
"All Private Cars","2021 July","All licensing authorities","Petrol","Number","8608"
"All Private Cars","2021 July","All licensing authorities","Diesel","Number","9052"
"All Private Cars","2021 July","All licensing authorities","Other fuel types","Number","138"
"All Private Cars","2021 July","All licensing authorities","Petrol and electric hybrid","Number","3906"
"All Private Cars","2021 July","All licensing authorities","Electric","Number","1507"
