"STATISTIC Label","Year","Taxation Class","Type of Fuel","UNIT","VALUE"
"New and Secondhand Vehicles","2022","New Private Cars","Diesel","Number","27188"
"New and Secondhand Vehicles","2022","New Private Cars","Other fuel types","Number","717"
"New and Secondhand Vehicles","2022","New Private Cars","Electric","Number","15462"
"New and Secondhand Vehicles","2022","New Private Cars","Hybrid","Number","27355"
"New and Secondhand Vehicles","2022","New Goods Vehicles","All fuel types","Number","23655"
"New and Secondhand Vehicles","2022","New Goods Vehicles","Petrol","Number","121"
"New and Secondhand Vehicles","2022","New Goods Vehicles","Diesel","Number","22974"
"New and Secondhand Vehicles","2022","New Goods Vehicles","Other fuel types","Number","25"
"New and Secondhand Vehicles","2022","New Goods Vehicles","Electric","Number","411"
"New and Secondhand Vehicles","2022","New Goods Vehicles","Hybrid","Number","124"
"New and Secondhand Vehicles","2022","New Tractors","All fuel types","Number","2368"
"New and Secondhand Vehicles","2022","New Tractors","Petrol","Number","68"
"New and Secondhand Vehicles","2022","New Tractors","Diesel","Number","2299"
"New and Secondhand Vehicles","2022","New Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2022","New Tractors","Electric","Number","1"
"New and Secondhand Vehicles","2022","New Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2022","New Motor Cycles","All fuel types","Number","2871"
"New and Secondhand Vehicles","2022","New Motor Cycles","Petrol","Number","2772"
"New and Secondhand Vehicles","2022","New Motor Cycles","Diesel","Number","18"
"New and Secondhand Vehicles","2022","New Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2022","New Motor Cycles","Electric","Number","81"
"New and Secondhand Vehicles","2022","New Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2022","New Other Vehicles","All fuel types","Number","7005"
"New and Secondhand Vehicles","2022","New Other Vehicles","Petrol","Number","1161"
"New and Secondhand Vehicles","2022","New Other Vehicles","Diesel","Number","3891"
"New and Secondhand Vehicles","2022","New Other Vehicles","Other fuel types","Number","9"
"New and Secondhand Vehicles","2022","New Other Vehicles","Electric","Number","313"
"New and Secondhand Vehicles","2022","New Other Vehicles","Hybrid","Number","1631"
"New and Secondhand Vehicles","2022","Secondhand Private Cars","All fuel types","Number","46567"
"New and Secondhand Vehicles","2022","Secondhand Private Cars","Petrol","Number","20331"
"New and Secondhand Vehicles","2022","Secondhand Private Cars","Diesel","Number","16370"
"New and Secondhand Vehicles","2022","Secondhand Private Cars","Other fuel types","Number","2"
"New and Secondhand Vehicles","2022","Secondhand Private Cars","Electric","Number","435"
"New and Secondhand Vehicles","2022","Secondhand Private Cars","Hybrid","Number","9429"
"New and Secondhand Vehicles","2022","Secondhand Goods Vehicles","All fuel types","Number","8063"
"New and Secondhand Vehicles","2022","Secondhand Goods Vehicles","Petrol","Number","46"
"New and Secondhand Vehicles","2022","Secondhand Goods Vehicles","Diesel","Number","7835"
"New and Secondhand Vehicles","2022","Secondhand Goods Vehicles","Other fuel types","Number","5"
"New and Secondhand Vehicles","2022","Secondhand Goods Vehicles","Electric","Number","7"
"New and Secondhand Vehicles","2022","Secondhand Goods Vehicles","Hybrid","Number","170"
"New and Secondhand Vehicles","2022","Secondhand Tractors","All fuel types","Number","2381"
"New and Secondhand Vehicles","2022","Secondhand Tractors","Petrol","Number","3"
"New and Secondhand Vehicles","2022","Secondhand Tractors","Diesel","Number","2378"
"New and Secondhand Vehicles","2022","Secondhand Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2022","Secondhand Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2022","Secondhand Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2022","Secondhand Other Vehicles","All fuel types","Number","5399"
"New and Secondhand Vehicles","2022","Secondhand Other Vehicles","Petrol","Number","2175"
"New and Secondhand Vehicles","2022","Secondhand Other Vehicles","Diesel","Number","3029"
"New and Secondhand Vehicles","2022","Secondhand Other Vehicles","Other fuel types","Number","4"
"New and Secondhand Vehicles","2022","Secondhand Other Vehicles","Electric","Number","11"
"New and Secondhand Vehicles","2022","Secondhand Other Vehicles","Hybrid","Number","180"
"New and Secondhand Vehicles","2022","Secondhand Motor Cycles","All fuel types","Number","3043"
"New and Secondhand Vehicles","2022","Secondhand Motor Cycles","Petrol","Number","3027"
"New and Secondhand Vehicles","2022","Secondhand Motor Cycles","Diesel","Number","5"
"New and Secondhand Vehicles","2022","Secondhand Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2022","Secondhand Motor Cycles","Electric","Number","11"
"New and Secondhand Vehicles","2022","Secondhand Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2022","All Private Cars","All fuel types","Number","147916"
"New and Secondhand Vehicles","2022","All Private Cars","Petrol","Number","50958"
"New and Secondhand Vehicles","2022","All Private Cars","Diesel","Number","43558"
"New and Secondhand Vehicles","2022","All Private Cars","Other fuel types","Number","719"
"New and Secondhand Vehicles","2022","All Private Cars","Electric","Number","15897"
"New and Secondhand Vehicles","2022","All Private Cars","Hybrid","Number","36784"
"New and Secondhand Vehicles","2022","All Goods Vehicles","All fuel types","Number","31718"
"New and Secondhand Vehicles","2022","All Goods Vehicles","Petrol","Number","167"
"New and Secondhand Vehicles","2022","All Goods Vehicles","Diesel","Number","30809"
"New and Secondhand Vehicles","2022","All Goods Vehicles","Other fuel types","Number","30"
"New and Secondhand Vehicles","2022","All Goods Vehicles","Electric","Number","418"
"New and Secondhand Vehicles","2022","All Goods Vehicles","Hybrid","Number","294"
"New and Secondhand Vehicles","2022","All Tractors","All fuel types","Number","4749"
"New and Secondhand Vehicles","2022","All Tractors","Petrol","Number","71"
"New and Secondhand Vehicles","2022","All Tractors","Diesel","Number","4677"
"New and Secondhand Vehicles","2022","All Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2022","All Tractors","Electric","Number","1"
"New and Secondhand Vehicles","2022","All Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2022","All Motor Cycles","All fuel types","Number","5914"
"New and Secondhand Vehicles","2022","All Motor Cycles","Petrol","Number","5799"
"New and Secondhand Vehicles","2022","All Motor Cycles","Diesel","Number","23"
"New and Secondhand Vehicles","2022","All Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2022","All Motor Cycles","Electric","Number","92"
"New and Secondhand Vehicles","2022","All Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2022","All Other Vehicles","All fuel types","Number","12404"
"New and Secondhand Vehicles","2022","All Other Vehicles","Petrol","Number","3336"
"New and Secondhand Vehicles","2022","All Other Vehicles","Diesel","Number","6920"
"New and Secondhand Vehicles","2022","All Other Vehicles","Other fuel types","Number","13"
"New and Secondhand Vehicles","2022","All Other Vehicles","Electric","Number","324"
"New and Secondhand Vehicles","2022","All Other Vehicles","Hybrid","Number","1811"
"New and Secondhand Vehicles","2023","New Private Cars","All fuel types","Number","117424"
"New and Secondhand Vehicles","2023","New Private Cars","Petrol","Number","38746"
"New and Secondhand Vehicles","2023","New Private Cars","Diesel","Number","25938"
"New and Secondhand Vehicles","2023","New Private Cars","Other fuel types","Number","5"
"New and Secondhand Vehicles","2023","New Private Cars","Electric","Number","22493"
"New and Secondhand Vehicles","2023","New Private Cars","Hybrid","Number","30242"
"New and Secondhand Vehicles","2023","New Goods Vehicles","All fuel types","Number","29038"
"New and Secondhand Vehicles","2023","New Goods Vehicles","Petrol","Number","191"
"New and Secondhand Vehicles","2023","New Goods Vehicles","Diesel","Number","27986"
"New and Secondhand Vehicles","2023","New Goods Vehicles","Other fuel types","Number","24"
"New and Secondhand Vehicles","2023","New Goods Vehicles","Electric","Number","734"
"New and Secondhand Vehicles","2023","New Goods Vehicles","Hybrid","Number","103"
"New and Secondhand Vehicles","2023","New Tractors","All fuel types","Number","2310"
"New and Secondhand Vehicles","2023","New Tractors","Petrol","Number","76"
"New and Secondhand Vehicles","2023","New Tractors","Diesel","Number","2232"
"New and Secondhand Vehicles","2023","New Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2023","New Tractors","Electric","Number","2"
"New and Secondhand Vehicles","2023","New Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2023","New Motor Cycles","All fuel types","Number","2932"
"New and Secondhand Vehicles","2023","New Motor Cycles","Petrol","Number","2862"
"New and Secondhand Vehicles","2023","New Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2023","New Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2023","New Motor Cycles","Electric","Number","70"
"New and Secondhand Vehicles","2023","New Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2023","New Other Vehicles","All fuel types","Number","8074"
"New and Secondhand Vehicles","2023","New Other Vehicles","Petrol","Number","1412"
"New and Secondhand Vehicles","2023","New Other Vehicles","Diesel","Number","4369"
"New and Secondhand Vehicles","2023","New Other Vehicles","Other fuel types","Number","1"
"New and Secondhand Vehicles","2023","New Other Vehicles","Electric","Number","463"
"New and Secondhand Vehicles","2023","New Other Vehicles","Hybrid","Number","1829"
"New and Secondhand Vehicles","2023","Secondhand Private Cars","All fuel types","Number","50381"
"New and Secondhand Vehicles","2023","Secondhand Private Cars","Petrol","Number","22515"
"New and Secondhand Vehicles","2023","Secondhand Private Cars","Diesel","Number","15365"
"New and Secondhand Vehicles","2023","Secondhand Private Cars","Other fuel types","Number","3"
"New and Secondhand Vehicles","2023","Secondhand Private Cars","Electric","Number","1865"
"New and Secondhand Vehicles","2023","Secondhand Private Cars","Hybrid","Number","10633"
"New and Secondhand Vehicles","2023","Secondhand Goods Vehicles","All fuel types","Number","9443"
"New and Secondhand Vehicles","2023","Secondhand Goods Vehicles","Petrol","Number","65"
"New and Secondhand Vehicles","2023","Secondhand Goods Vehicles","Diesel","Number","9063"
"New and Secondhand Vehicles","2023","Secondhand Goods Vehicles","Other fuel types","Number","4"
"New and Secondhand Vehicles","2023","Secondhand Goods Vehicles","Electric","Number","9"
"New and Secondhand Vehicles","2023","Secondhand Goods Vehicles","Hybrid","Number","302"
"New and Secondhand Vehicles","2023","Secondhand Tractors","All fuel types","Number","2510"
"New and Secondhand Vehicles","2023","Secondhand Tractors","Petrol","Number","8"
"New and Secondhand Vehicles","2023","Secondhand Tractors","Diesel","Number","2502"
"New and Secondhand Vehicles","2023","Secondhand Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2023","Secondhand Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2023","Secondhand Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2023","Secondhand Other Vehicles","All fuel types","Number","5645"
"New and Secondhand Vehicles","2023","Secondhand Other Vehicles","Petrol","Number","2253"
"New and Secondhand Vehicles","2023","Secondhand Other Vehicles","Diesel","Number","3129"
"New and Secondhand Vehicles","2023","Secondhand Other Vehicles","Other fuel types","Number","5"
"New and Secondhand Vehicles","2023","Secondhand Other Vehicles","Electric","Number","17"
"New and Secondhand Vehicles","2023","Secondhand Other Vehicles","Hybrid","Number","241"
"New and Secondhand Vehicles","2023","Secondhand Motor Cycles","All fuel types","Number","2856"
"New and Secondhand Vehicles","2023","Secondhand Motor Cycles","Petrol","Number","2847"
"New and Secondhand Vehicles","2023","Secondhand Motor Cycles","Diesel","Number","2"
"New and Secondhand Vehicles","2023","Secondhand Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2023","Secondhand Motor Cycles","Electric","Number","7"
"New and Secondhand Vehicles","2023","Secondhand Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2023","All Private Cars","All fuel types","Number","167805"
"New and Secondhand Vehicles","2023","All Private Cars","Petrol","Number","61261"
"New and Secondhand Vehicles","2023","All Private Cars","Diesel","Number","41303"
"New and Secondhand Vehicles","2023","All Private Cars","Other fuel types","Number","8"
"New and Secondhand Vehicles","2023","All Private Cars","Electric","Number","24358"
"New and Secondhand Vehicles","2023","All Private Cars","Hybrid","Number","40875"
"New and Secondhand Vehicles","2023","All Goods Vehicles","All fuel types","Number","38481"
"New and Secondhand Vehicles","2023","All Goods Vehicles","Petrol","Number","256"
"New and Secondhand Vehicles","2023","All Goods Vehicles","Diesel","Number","37049"
"New and Secondhand Vehicles","2023","All Goods Vehicles","Other fuel types","Number","28"
"New and Secondhand Vehicles","2023","All Goods Vehicles","Electric","Number","743"
"New and Secondhand Vehicles","2023","All Goods Vehicles","Hybrid","Number","405"
"New and Secondhand Vehicles","2023","All Tractors","All fuel types","Number","4820"
"New and Secondhand Vehicles","2023","All Tractors","Petrol","Number","84"
"New and Secondhand Vehicles","2023","All Tractors","Diesel","Number","4734"
"New and Secondhand Vehicles","2023","All Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2023","All Tractors","Electric","Number","2"
"New and Secondhand Vehicles","2023","All Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2023","All Motor Cycles","All fuel types","Number","5788"
"New and Secondhand Vehicles","2023","All Motor Cycles","Petrol","Number","5709"
"New and Secondhand Vehicles","2023","All Motor Cycles","Diesel","Number","2"
"New and Secondhand Vehicles","2023","All Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2023","All Motor Cycles","Electric","Number","77"
"New and Secondhand Vehicles","2023","All Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2023","All Other Vehicles","All fuel types","Number","13719"
"New and Secondhand Vehicles","2023","All Other Vehicles","Petrol","Number","3665"
"New and Secondhand Vehicles","2023","All Other Vehicles","Diesel","Number","7498"
"New and Secondhand Vehicles","2023","All Other Vehicles","Other fuel types","Number","6"
"New and Secondhand Vehicles","2023","All Other Vehicles","Electric","Number","480"
"New and Secondhand Vehicles","2023","All Other Vehicles","Hybrid","Number","2070"
"New and Secondhand Vehicles","2024","New Private Cars","All fuel types","Number","116683"
"New and Secondhand Vehicles","2024","New Private Cars","Petrol","Number","36433"
"New and Secondhand Vehicles","2024","New Private Cars","Diesel","Number","26728"
"New and Secondhand Vehicles","2024","New Private Cars","Other fuel types","Number","1"
"New and Secondhand Vehicles","2024","New Private Cars","Electric","Number","17191"
"New and Secondhand Vehicles","2024","New Private Cars","Hybrid","Number","36330"
"New and Secondhand Vehicles","2024","New Goods Vehicles","All fuel types","Number","30802"
"New and Secondhand Vehicles","2024","New Goods Vehicles","Petrol","Number","180"
"New and Secondhand Vehicles","2024","New Goods Vehicles","Diesel","Number","29523"
"New and Secondhand Vehicles","2024","New Goods Vehicles","Other fuel types","Number","63"
"New and Secondhand Vehicles","2024","New Goods Vehicles","Electric","Number","871"
"New and Secondhand Vehicles","2024","New Goods Vehicles","Hybrid","Number","165"
"New and Secondhand Vehicles","2024","New Tractors","All fuel types","Number","2131"
"New and Secondhand Vehicles","2024","New Tractors","Petrol","Number","88"
"New and Secondhand Vehicles","2024","New Tractors","Diesel","Number","2039"
"New and Secondhand Vehicles","2024","New Tractors","Other fuel types","Number","1"
"New and Secondhand Vehicles","2024","New Tractors","Electric","Number","3"
"New and Secondhand Vehicles","2024","New Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2024","New Motor Cycles","All fuel types","Number","2760"
"New and Secondhand Vehicles","2024","New Motor Cycles","Petrol","Number","2714"
"New and Secondhand Vehicles","2024","New Motor Cycles","Diesel","Number","1"
"New and Secondhand Vehicles","2024","New Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2024","New Motor Cycles","Electric","Number","45"
"New and Secondhand Vehicles","2024","New Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2024","New Other Vehicles","All fuel types","Number","8719"
"New and Secondhand Vehicles","2024","New Other Vehicles","Petrol","Number","1234"
"New and Secondhand Vehicles","2024","New Other Vehicles","Diesel","Number","4717"
"New and Secondhand Vehicles","2024","New Other Vehicles","Other fuel types","Number","2"
"New and Secondhand Vehicles","2024","New Other Vehicles","Electric","Number","605"
"New and Secondhand Vehicles","2024","New Other Vehicles","Hybrid","Number","2161"
"New and Secondhand Vehicles","2024","Secondhand Private Cars","All fuel types","Number","61838"
"New and Secondhand Vehicles","2024","Secondhand Private Cars","Petrol","Number","28148"
"New and Secondhand Vehicles","2024","Secondhand Private Cars","Diesel","Number","16606"
"New and Secondhand Vehicles","2024","Secondhand Private Cars","Other fuel types","Number","5"
"New and Secondhand Vehicles","2024","Secondhand Private Cars","Electric","Number","1714"
"New and Secondhand Vehicles","2024","Secondhand Private Cars","Hybrid","Number","15365"
"New and Secondhand Vehicles","2024","Secondhand Goods Vehicles","All fuel types","Number","10978"
"New and Secondhand Vehicles","2024","Secondhand Goods Vehicles","Petrol","Number","49"
"New and Secondhand Vehicles","2024","Secondhand Goods Vehicles","Diesel","Number","10759"
"New and Secondhand Vehicles","2024","Secondhand Goods Vehicles","Other fuel types","Number","3"
"New and Secondhand Vehicles","2024","Secondhand Goods Vehicles","Electric","Number","14"
"New and Secondhand Vehicles","2024","Secondhand Goods Vehicles","Hybrid","Number","153"
"New and Secondhand Vehicles","2024","Secondhand Tractors","All fuel types","Number","2566"
"New and Secondhand Vehicles","2024","Secondhand Tractors","Petrol","Number","8"
"New and Secondhand Vehicles","2024","Secondhand Tractors","Diesel","Number","2558"
"New and Secondhand Vehicles","2024","Secondhand Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2024","Secondhand Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2024","Secondhand Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2024","Secondhand Other Vehicles","All fuel types","Number","6498"
"New and Secondhand Vehicles","2024","Secondhand Other Vehicles","Petrol","Number","2355"
"New and Secondhand Vehicles","2024","Secondhand Other Vehicles","Diesel","Number","3833"
"New and Secondhand Vehicles","2024","Secondhand Other Vehicles","Other fuel types","Number","5"
"New and Secondhand Vehicles","2024","Secondhand Other Vehicles","Electric","Number","18"
"New and Secondhand Vehicles","2024","Secondhand Other Vehicles","Hybrid","Number","287"
"New and Secondhand Vehicles","2024","Secondhand Motor Cycles","All fuel types","Number","2759"
"New and Secondhand Vehicles","2024","Secondhand Motor Cycles","Petrol","Number","2744"
"New and Secondhand Vehicles","2024","Secondhand Motor Cycles","Diesel","Number","11"
"New and Secondhand Vehicles","2024","Secondhand Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2024","Secondhand Motor Cycles","Electric","Number","4"
"New and Secondhand Vehicles","2024","Secondhand Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2024","All Private Cars","All fuel types","Number","178521"
"New and Secondhand Vehicles","2024","All Private Cars","Petrol","Number","64581"
"New and Secondhand Vehicles","2024","All Private Cars","Diesel","Number","43334"
"New and Secondhand Vehicles","2024","All Private Cars","Other fuel types","Number","6"
"New and Secondhand Vehicles","2024","All Private Cars","Electric","Number","18905"
"New and Secondhand Vehicles","2024","All Private Cars","Hybrid","Number","51695"
"New and Secondhand Vehicles","2024","All Goods Vehicles","All fuel types","Number","41780"
"New and Secondhand Vehicles","2024","All Goods Vehicles","Petrol","Number","229"
"New and Secondhand Vehicles","2024","All Goods Vehicles","Diesel","Number","40282"
"New and Secondhand Vehicles","2024","All Goods Vehicles","Other fuel types","Number","66"
"New and Secondhand Vehicles","2024","All Goods Vehicles","Electric","Number","885"
"New and Secondhand Vehicles","2024","All Goods Vehicles","Hybrid","Number","318"
"New and Secondhand Vehicles","2024","All Tractors","All fuel types","Number","4697"
"New and Secondhand Vehicles","2024","All Tractors","Petrol","Number","96"
"New and Secondhand Vehicles","2024","All Tractors","Diesel","Number","4597"
"New and Secondhand Vehicles","2024","All Tractors","Other fuel types","Number","1"
"New and Secondhand Vehicles","2024","All Tractors","Electric","Number","3"
"New and Secondhand Vehicles","2024","All Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2024","All Motor Cycles","All fuel types","Number","5519"
"New and Secondhand Vehicles","2024","All Motor Cycles","Petrol","Number","5458"
"New and Secondhand Vehicles","2024","All Motor Cycles","Diesel","Number","12"
"New and Secondhand Vehicles","2024","All Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2024","All Motor Cycles","Electric","Number","49"
"New and Secondhand Vehicles","2024","All Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2024","All Other Vehicles","All fuel types","Number","15217"
"New and Secondhand Vehicles","2024","All Other Vehicles","Petrol","Number","3589"
"New and Secondhand Vehicles","2024","All Other Vehicles","Diesel","Number","8550"
"New and Secondhand Vehicles","2024","All Other Vehicles","Other fuel types","Number","7"
"New and Secondhand Vehicles","2024","All Other Vehicles","Electric","Number","623"
"New and Secondhand Vehicles","2024","All Other Vehicles","Hybrid","Number","2448"
"New and Secondhand Vehicles","2025","New Private Cars","All fuel types","Number","120797"
"New and Secondhand Vehicles","2025","New Private Cars","Petrol","Number","31221"
"New and Secondhand Vehicles","2025","New Private Cars","Diesel","Number","20562"
"New and Secondhand Vehicles","2025","New Private Cars","Other fuel types","Number","0"
"New and Secondhand Vehicles","2025","New Private Cars","Electric","Number","23398"
"New and Secondhand Vehicles","2025","New Private Cars","Hybrid","Number","45616"
"New and Secondhand Vehicles","2025","New Goods Vehicles","All fuel types","Number","32223"
"New and Secondhand Vehicles","2025","New Goods Vehicles","Petrol","Number","150"
"New and Secondhand Vehicles","2025","New Goods Vehicles","Diesel","Number","29934"
"New and Secondhand Vehicles","2025","New Goods Vehicles","Other fuel types","Number","13"
"New and Secondhand Vehicles","2025","New Goods Vehicles","Electric","Number","1796"
"New and Secondhand Vehicles","2025","New Goods Vehicles","Hybrid","Number","330"
"New and Secondhand Vehicles","2025","New Tractors","All fuel types","Number","2464"
"New and Secondhand Vehicles","2025","New Tractors","Petrol","Number","129"
"New and Secondhand Vehicles","2025","New Tractors","Diesel","Number","2329"
"New and Secondhand Vehicles","2025","New Tractors","Other fuel types","Number","3"
"New and Secondhand Vehicles","2025","New Tractors","Electric","Number","3"
"New and Secondhand Vehicles","2025","New Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2025","New Motor Cycles","All fuel types","Number","2729"
"New and Secondhand Vehicles","2025","New Motor Cycles","Petrol","Number","2683"
"New and Secondhand Vehicles","2025","New Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2025","New Motor Cycles","Other fuel types","Number","1"
"New and Secondhand Vehicles","2025","New Motor Cycles","Electric","Number","45"
"New and Secondhand Vehicles","2025","New Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2025","New Other Vehicles","All fuel types","Number","9349"
"New and Secondhand Vehicles","2025","New Other Vehicles","Petrol","Number","1104"
"New and Secondhand Vehicles","2025","New Other Vehicles","Diesel","Number","4900"
"New and Secondhand Vehicles","2025","New Other Vehicles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2025","New Other Vehicles","Electric","Number","498"
"New and Secondhand Vehicles","2025","New Other Vehicles","Hybrid","Number","2847"
"New and Secondhand Vehicles","2025","Secondhand Private Cars","All fuel types","Number","71604"
"New and Secondhand Vehicles","2025","Secondhand Private Cars","Petrol","Number","30061"
"New and Secondhand Vehicles","2025","Secondhand Private Cars","Diesel","Number","17653"
"New and Secondhand Vehicles","2025","Secondhand Private Cars","Other fuel types","Number","3"
"New and Secondhand Vehicles","2025","Secondhand Private Cars","Electric","Number","3711"
"New and Secondhand Vehicles","2025","Secondhand Private Cars","Hybrid","Number","20176"
"New and Secondhand Vehicles","2025","Secondhand Goods Vehicles","All fuel types","Number","12463"
"New and Secondhand Vehicles","2025","Secondhand Goods Vehicles","Petrol","Number","73"
"New and Secondhand Vehicles","2025","Secondhand Goods Vehicles","Diesel","Number","12300"
"New and Secondhand Vehicles","2025","Secondhand Goods Vehicles","Other fuel types","Number","1"
"New and Secondhand Vehicles","2025","Secondhand Goods Vehicles","Electric","Number","39"
"New and Secondhand Vehicles","2025","Secondhand Goods Vehicles","Hybrid","Number","50"
"New and Secondhand Vehicles","2025","Secondhand Tractors","All fuel types","Number","2740"
"New and Secondhand Vehicles","2025","Secondhand Tractors","Petrol","Number","9"
"New and Secondhand Vehicles","2025","Secondhand Tractors","Diesel","Number","2731"
"New and Secondhand Vehicles","2025","Secondhand Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2025","Secondhand Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2025","Secondhand Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2025","Secondhand Other Vehicles","All fuel types","Number","7039"
"New and Secondhand Vehicles","2025","Secondhand Other Vehicles","Petrol","Number","2519"
"New and Secondhand Vehicles","2025","Secondhand Other Vehicles","Diesel","Number","4096"
"New and Secondhand Vehicles","2025","Secondhand Other Vehicles","Other fuel types","Number","3"
"New and Secondhand Vehicles","2025","Secondhand Other Vehicles","Electric","Number","17"
"New and Secondhand Vehicles","2025","Secondhand Other Vehicles","Hybrid","Number","404"
"New and Secondhand Vehicles","2025","Secondhand Motor Cycles","All fuel types","Number","2801"
"New and Secondhand Vehicles","2025","Secondhand Motor Cycles","Petrol","Number","2786"
"New and Secondhand Vehicles","2025","Secondhand Motor Cycles","Diesel","Number","6"
"New and Secondhand Vehicles","2025","Secondhand Motor Cycles","Other fuel types","Number","1"
"New and Secondhand Vehicles","2025","Secondhand Motor Cycles","Electric","Number","8"
"New and Secondhand Vehicles","2025","Secondhand Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2025","All Private Cars","All fuel types","Number","192401"
"New and Secondhand Vehicles","2025","All Private Cars","Petrol","Number","61282"
"New and Secondhand Vehicles","2025","All Private Cars","Diesel","Number","38215"
"New and Secondhand Vehicles","2025","All Private Cars","Other fuel types","Number","3"
"New and Secondhand Vehicles","2025","All Private Cars","Electric","Number","27109"
"New and Secondhand Vehicles","2025","All Private Cars","Hybrid","Number","65792"
"New and Secondhand Vehicles","2025","All Goods Vehicles","All fuel types","Number","44686"
"New and Secondhand Vehicles","2025","All Goods Vehicles","Petrol","Number","223"
"New and Secondhand Vehicles","2025","All Goods Vehicles","Diesel","Number","42234"
"New and Secondhand Vehicles","2025","All Goods Vehicles","Other fuel types","Number","14"
"New and Secondhand Vehicles","2025","All Goods Vehicles","Electric","Number","1835"
"New and Secondhand Vehicles","2025","All Goods Vehicles","Hybrid","Number","380"
"New and Secondhand Vehicles","2025","All Tractors","All fuel types","Number","5204"
"New and Secondhand Vehicles","2025","All Tractors","Petrol","Number","138"
"New and Secondhand Vehicles","2025","All Tractors","Diesel","Number","5060"
"New and Secondhand Vehicles","2025","All Tractors","Other fuel types","Number","3"
"New and Secondhand Vehicles","2025","All Tractors","Electric","Number","3"
"New and Secondhand Vehicles","2025","All Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2025","All Motor Cycles","All fuel types","Number","5530"
"New and Secondhand Vehicles","2025","All Motor Cycles","Petrol","Number","5469"
"New and Secondhand Vehicles","2025","All Motor Cycles","Diesel","Number","6"
"New and Secondhand Vehicles","2025","All Motor Cycles","Other fuel types","Number","2"
"New and Secondhand Vehicles","2025","All Motor Cycles","Electric","Number","53"
"New and Secondhand Vehicles","2025","All Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2025","All Other Vehicles","All fuel types","Number","16388"
"New and Secondhand Vehicles","2025","All Other Vehicles","Petrol","Number","3623"
"New and Secondhand Vehicles","2025","All Other Vehicles","Diesel","Number","8996"
"New and Secondhand Vehicles","2025","All Other Vehicles","Other fuel types","Number","3"
"New and Secondhand Vehicles","2025","All Other Vehicles","Electric","Number","515"
"New and Secondhand Vehicles","2025","All Other Vehicles","Hybrid","Number","3251"
