Territory,County,Address,Nr. Chargers,Max. Sim. CCS,Max. Sim. CHAdeMo,Max. Sim. Fast AC,Max. Sim. AC Socket,CCS kWs,CHAdeMO kWs,AC Fast kWs,AC Socket kWs,Latitude,Longitude,Open Hours,Road / Route / Exit,Latest Change
RoI,Carlow,"The Parade, Bagenalstown",1,0,0,0,2,,,,22(2),52.702794,-6.955983,24 x 7,,
RoI,Carlow,"Tesco Carlow, Fairgreen Shopping Centre, Carlow, Carlow",1,0,0,0,2,,,,22(2),52.8346717,-6.9221169,24 x 7,,
RoI,Carlow,"Four Lakes Retail Park, Dublin Road, Carlow Town",1,1,1,1,0,50,50,43,,52.846593,-6.902268,24 x 7,,
RoI,Carlow,"Irish Rail, Railway Road, Carlow Town",1,0,0,0,2,,,,22(2),52.841045,-6.923077,24 x 7,,
RoI,Carlow,"Town Hall Car Park, Off Barrow Track, Carlow Town",1,0,0,0,2,,,,22(2),52.837679,-6.933489,24 x 7,,
RoI,Carlow,"Public Car Park, Kennedy Street, Carlow Town",1,0,0,0,2,,,,22(2),52.836223,-6.933315,24 x 7,,
RoI,Carlow,"Hanover Bus Car Park, Barrack Street, Carlow Town",2,4,0,0,0,100(4),,,,52.833492,-6.927016,24 x 7,,
RoI,Carlow,"Inner Relief Road, Tullow",1,0,0,0,2,,,,22(2),52.801581,-6.736986,24 x 7,,
RoI,Carlow,"Tesco Tullow, Abbey St, Templeowen, Tullow",1,0,0,0,2,,,,22(2),52.8006068,-6.7384426,24 x 7,,
RoI,Cavan,"Main Street, Bailieborough",1,0,0,0,2,,,,22(2),53.917571,-6.972487,24 x 7,,
RoI,Cavan,"Tesco Superstore, Thomas St, Beckscourt, Bailieborough, Co. Cavan, Bailieborough",1,0,0,0,2,,,,22(2),53.9174916,-6.9682985,24 x 7,,
RoI,Cavan,"The Grove, Ballyjamesduff",1,0,0,0,2,,,,22(2),53.86385,-7.204457,24 x 7,,
RoI,Cavan,"Off Farnham Street, Cavan Circuit Court Carpark, Cavan Town",1,1,1,0,1,50,50,,22,53.9935795,-7.3613269,24 x 7,,
RoI,Cavan,"Dublin Road, Cavan Town",1,0,0,0,2,,,,22(2),53.985547,-7.359682,24 x 7,,
RoI,Cavan,"Market Street, Cootehill",1,0,0,0,2,,,,22(2),54.075084,-7.079692,24 x 7,,
RoI,Cavan,"Cavan Townhall, Townhall Street",1,2,0,0,0,100(2),,,,53.9912747,-7.3623298,24 x 7,,
RoI,Clare,"Public Car Park, Off Abbey Street & Bank Place, Ennis",1,0,0,0,2,,,,22(2),52.845081,-8.98337,24 x 7,,
RoI,Clare,"Circle K Ennis, Limerick Road, Ennis",1,1,1,1,0,50,50,43,,52.83078,-8.979003,24 x 7,,
RoI,Clare,"Public Car Park, East End, Kilkee",1,1,1,0,0,100,50,,,52.683379,-9.647069,24 x 7,,
RoI,Clare,"Tesco Kilrush,Ennis Rd, Kilrush Co. Clare, Kilrush",1,0,0,0,2,,,,22(2),52.6422857,-9.4773106,24 x 7,,
RoI,Clare,"Frances Street, Kilrush",1,2,0,0,0,100(2),,,,52.636192,-9.490203,24 x 7,,
RoI,Clare,"Public Car Park, N67/Milltown Malbay Road, Lahinch",1,1,1,0,1,50,50,,22,52.928911,-9.346292,24 x 7,N67 N67,
RoI,Clare,"Hydro Hotel, Main Street, Lisdoonvarna",1,0,0,0,2,,,,22(2),53.027069,-9.290289,24 x 7,,
RoI,Clare,"Supervalu Car Park, Ennis Road, Miltown Malbay",1,0,0,0,2,,,,22(2),52.854144,-9.398487,24 x 7,,
RoI,Clare,"Ennis Road, Newmarket-on-Fergus",1,0,0,0,2,,,,22(2),52.761544,-8.897258,24 x 7,,
RoI,Clare,"Circle K Service Station, Airport Road, Tullyvaragh, Shannon",1,1,1,1,0,50,50,43,,52.712696,-8.8757681,24 x 7,,
RoI,Clare,"Shannon Town Centre,Bealach Bri, Shannon, V14 VH27",1,0,0,0,2,,,,22(2),52.7081663,-8.8771276,24 x 7,,
RoI,Clare,"The Green, Sixmilebridge",1,0,0,0,2,,,,22(2),52.741566,-8.775394,24 x 7,,
RoI,Cork,"Ballymodan Car Park, Bandon",1,0,0,0,2,,,,22(2),51.744085,-8.739443,24 x 7,,
RoI,Cork,"Hernons Great Gas, Bypass Road, Bandon",1,1,1,1,0,50,50,43,,51.741434,-8.728538,Mon:07:00-22:00 Tue:07:00-22:00 Wed:07:00-22:00 Thu:07:00-22:00 Fri:07:00-22:00 Sat:07:00-22:00 Sun:07:30-21:00,,
RoI,Cork,"Harbour View Car Park, Wolfe Tone Square, Bantry",1,0,0,0,2,,,,22(2),51.681417,-9.456825,24 x 7,,
RoI,Cork,"Castle Close Road, Blarney",1,0,0,0,2,,,,22(2),51.931807,-8.566211,24 x 7,,
RoI,Cork,"Owenabue Car Park, Off Main Street & Eastern Relief Road, Carrigaline",1,0,0,0,2,,,,22(2),51.814197,-8.389447,24 x 7,,
RoI,Cork,"The Square, Castletownbere",1,0,0,0,2,,,,22(2),51.650662,-9.910673,24 x 7,,
RoI,Cork,"The Turrets, Off Main Street, Charleville",1,0,0,0,2,,,,22(2),52.358365,-8.686061,24 x 7,,
RoI,Cork,"Irish Rail Station, Railway Road, Charleville",1,0,0,0,2,,,,22(2),52.346839,-8.65417,24 x 7,,
RoI,Cork,"Deasy's Public Car Park, Park Road (N71), Clonakilty",1,1,1,0,1,50,50,,22,51.620831,-8.88957,24 x 7,N71 N71,
RoI,Cork,"Off Park Lane, Cobh",1,0,0,0,2,,,,22(2),51.852858,-8.295589,24 x 7,,
RoI,Cork,"Musgrave Group HQ, Ballycurreen, Kinsale Road / Airport Road, Cork",1,0,0,0,2,,,,22(2),51.867458,-8.474982,Mon:08:00-18:00 Tue:08:00-18:00 Wed:08:00-18:00 Thu:08:00-18:00 Fri:08:00-18:00 Sat:08:00-18:00 Sun:08:00-18:00,,
RoI,Cork,"Deasy's Circle K Service Station, Commons Road, Cork City",1,1,1,1,0,50,50,43,,51.919755,-8.482733,24 x 7,,
RoI,Cork,"95 Glanmire Road, Cork City",1,0,0,0,2,,,,22(2),51.902541,-8.456486,24 x 7,,
RoI,Cork,"Irish Rail Kent Station, Lower Glanmire Road, Cork City",1,0,0,0,2,,,,22(2),51.9021,-8.45634,24 x 7,,
RoI,Cork,"51 South Mall, Cork City",1,0,0,0,2,,,,22(2),51.896298,-8.473326,24 x 7,,
RoI,Cork,"Copley Street (@Cotter St), Cork City",1,0,0,0,2,,,,22(2),51.89519,-8.466071,24 x 7,,
RoI,Cork,"Copley Street (Opp. Keohanes), Cork City",1,0,0,0,2,,,,22(2),51.895178,-8.467683,24 x 7,,
RoI,Cork,"Cork County Hall, Carrigrohane Road, Sunday's Well, Cork City",1,0,0,0,2,,,,22(2),51.893018,-8.507823,24 x 7,,
RoI,Cork,"Black Ash Park and Ride, Off South City Link Road, Cork City",1,0,0,0,2,,,,22(2),51.87859,-8.466504,24 x 7,,
RoI,Cork,"Circle K/Centra, Rochestown Road, Rochestown, Cork City",2,2,2,0,1,"150, 50","70, 50",,22,51.877,-8.3954,24 x 7,,
RoI,Cork,"Carrigaline Road, Crosshaven",1,0,0,0,2,,,,22(2),51.803537,-8.30804,24 x 7,,
RoI,Cork,"Tanyard Lane Car Park (Off Main Street, Beside Supervalu; access also via Sackville Mews), Dunmanway, A01",1,0,0,0,2,,,,22(2),51.721615,-9.111517,24 x 7,,
RoI,Cork,"Amber Service Station, Dublin Rd, Ballynamona, Fermoy",2,3,3,0,1,"150(2), 50","70(2), 50",,22,52.150444,-8.27808,24 x 7,,
RoI,Cork,"Supervalu, Courthouse Road, Fermoy",1,1,1,1,0,50,50,43,,52.13766,-8.266641,24 x 7,,
RoI,Cork,"Circle K Service Station Frankfield, Frankfield Road, Frankfield",1,2,2,0,0,150(2),70(2),,,51.8721831,-8.4707539,24 x 7,,
RoI,Cork,"Kenmare Road, Glengariff",1,0,0,0,2,,,,22(2),51.750022,-9.553212,24 x 7,,
RoI,Cork,"Inver Macroom, Gurteenroe, Macroom",2,4,1,0,0,200(4),70,,,51.9075263,-8.9785081,24 x 7,,
RoI,Cork,"Fire Brigade Car Park, New Road, Kinsale",1,1,1,0,1,50,50,,22,51.7086601,-8.5204001,24 x 7,,
RoI,Cork,"Macroom Council Car Park, Fair Green, Macroom",1,1,1,1,0,50,50,43,,51.9051028,-8.9554559,24 x 7,,
RoI,Cork,"Irish Rail Mallow Station, Limerick Road, Mallow",1,0,0,0,2,,,,22(2),52.139237,-8.654588,24 x 7,,
RoI,Cork,"Tesco Mallow, Annabella Park, Mallow, Co. Cork, Mallow",1,0,0,0,2,,,,22(2),52.1364714,-8.6463799,24 x 7,,
RoI,Cork,"Public Car Park, The Green, Midleton",1,0,0,0,2,,,,22(2),51.916846,-8.1748468,24 x 7,,
RoI,Cork,"Tesco Mitchelstown, Brigown Rd, Brigown, Mitchelstown, Co. Cork, Mitchelstown",1,0,0,0,2,,,,22(2),52.2630127,-8.2680256,24 x 7,,
RoI,Cork,"Public Car Park, Strand Road (R610), Monkstown",1,0,0,0,2,,,,22(2),51.849032,-8.331938,24 x 7,R610,
RoI,Cork,"Inver Charleville, Rathgoggan South, Charleville",2,3,1,0,0,"150(2), 100",50,,,52.347436,-8.675066,24 x 7,,
RoI,Cork,"Norton House Car Park, Cork Road, Skibbereen, A01",1,1,1,0,1,50,50,,22,51.553716,-9.262225,24 x 7,,
RoI,Cork,"Ryan's Supervalu, The Lough Shopping Centre,Togher",2,3,1,0,0,100(3),50,,,51.884132,-8.488293,24 x 7,,
RoI,Cork,"Tesco Youghal, Mill Rd, Greencloyne, Youghal, Cork, Youghal",1,0,0,0,2,,,,22(2),51.9592026,-7.8540457,24 x 7,,
RoI,Cork,"Dolphin's Place, Youghal",1,1,1,0,1,50,50,,22,51.956697,-7.850032,24 x 7,,
RoI,Donegal,"Navenny Street, Ballybofey",1,0,0,0,2,,,,22(2),54.797965,-7.783045,24 x 7,,
RoI,Donegal,"Market Yard Car Park, Main Street, Ballyshannon",1,0,0,0,2,,,,22(2),54.501145,-8.188621,24 x 7,,
RoI,Donegal,"Public Car Park, Nailors Row, Buncrana",1,0,0,0,2,,,,22(2),55.137602,-7.456888,24 x 7,,
RoI,Donegal,"Ferris Lane, Buncrana",1,0,0,0,2,,,,22(2),55.135935,-7.452539,24 x 7,,
RoI,Donegal,"Public Car Park, Off R123 Relief Road, Carndonagh",1,0,0,0,2,,,,22(2),55.251378,-7.262612,24 x 7,R123,
RoI,Donegal,"Public Car Park, Quay Street, Donegal Town",1,0,0,0,2,,,,22(2),54.65153,-8.112858,24 x 7,,
RoI,Donegal,"Donegal Service Station (Supermac's), Ballybofey Road, Drumlonagher, F94N24R",2,4,4,0,0,200(4),70(4),,,54.6589743,-8.0890661,24 x 7,,
RoI,Donegal,"Off Lower Main Street, Dungloe",1,1,1,0,1,50,50,,22,54.950297,-8.362137,24 x 7,,
RoI,Donegal,"Public Car Park, Strand Road, Falcarragh",1,0,0,0,2,,,,22(2),55.13683,-8.10418,24 x 7,,
RoI,Donegal,"Mill Road, Glenties",1,0,0,0,2,,,,22(2),54.798248,-8.284545,24 x 7,,
RoI,Donegal,"Shore Road, Killybegs",1,1,1,0,1,50,50,,22,54.636031,-8.443325,24 x 7,,
RoI,Donegal,"Kee's Circle K Service Station, N15/R232 Junction, Laghey",2,2,2,0,2,50(2),50(2),,22(2),54.614937,-8.089765,24 x 7,N15-R232 N15,
RoI,Donegal,"Hospital Car Park, Kilmacrennan Road, Letterkenny",1,0,0,0,2,,,,22(2),54.961006,-7.731468,24 x 7,,
RoI,Donegal,"An Grianán Theatre Car Park, Port Road, , Letterkenny",1,0,0,0,2,,,,22(2),54.9531,-7.733,24 x 7,,
RoI,Donegal,"Tobin's Circle K Service Station, Port Road, Letterkenny",1,2,0,0,0,100(2),,,,54.9521,-7.72542,Mon:07:30-21:00 Tue:07:30-21:00 Wed:07:30-21:00 Thu:07:30-21:00 Fri:07:30-21:00 Sat:08:00-21:00 Sun:08:00-21:00,,
RoI,Donegal,"Justice Walsh Car Park, Off Bank Lane, Letterkenny",1,1,1,0,1,50,50,,22,54.951508,-7.734554,24 x 7,,
RoI,Donegal,"Daly's Circle K Service Station, Letterkenny Road, Lifford",3,1,1,0,3,50,50,,22(3),54.833245,-7.48663,24 x 7,,
RoI,Donegal,"Main Street, Stranorlar",1,0,0,0,2,,,,22(2),54.804946,-7.768815,24 x 7,,
RoI,Dublin,"Irish Rail, Railway Street, Balbriggan",1,0,0,0,2,,,,7(2),53.611523,-6.182852,24 x 7,,
RoI,Dublin,"Irish Rail Booterstown DART Station, Rock Road, Blackrock",1,0,0,0,2,,,,22(2),53.310296,-6.195844,24 x 7,,
RoI,Dublin,"Irish Rail Blackrock DART Station, Bath Place, Blackrock",1,0,0,0,2,,,,22(2),53.302596,-6.178974,24 x 7,,
